Review,Actual Label,Predicted Label
le tube plié en deux ne correspond pas aux embout fourni tu ne peux en aucun cas l utilisé c est une grosse arnaque,negative,neutral
"aucune graine n'a poussé, pourtant elles étaient en serre. je suis très déçu. je ne commanderais plus sur ce site.",negative,neutral
Très déçue je pensais avoir acheter un cosy je me retrouve avec un capot et pas de cosy quelle arnaque!!,negative,neutral
"Bonjour, sur le suivi il est dit que le colis a été livré en main propre depuis hier, hors je n’ai vue personne et n’ai rien reçu. Pas d’avis de passage, aucun voisin qui n’a reçu le colis, j’avais pourtant mis la bonne adresse de livraison lors du paiement? Que puis je faire de plus?? Cordialement",negative,neutral
Très déçu l écran ne colle pas au milieu il s est fendu en moins d une journée je ne recommandé pas du tout,negative,neutral
PAS LIVRER!!!!!!!!!!!!!!!!!!!!,negative,positive
"Il manque la visse permettant de relier le socle au poteau, l'objet n'est donc pas utilisable et l'un des 2 jouets est cassé. Dépense inutile.",negative,neutral
"Il marche une fois sur deux, dès que je bouge le cordon il s’arrête, j’ai due tomber sur une mauvaise série. Dommage par ce que sinon il lisse bien.",negative,neutral
"Ces bandes ne sont pas assez lumineuses, surtout le jour. Donc...aucun intérêt.",negative,neutral
"J'ai installé ceci pour deux tiroirs de cuisine équipée... Aucune différence à la fermeture, aucune résistance ce produit ne sert à rien. J'ai installé un deuxième pour essayer à chaque tiroir et rien n'y fait, ne fait pas son job. Achat inutile...",negative,neutral
Je ne comprends rien pas reçu alors que qu’il est noté dans la boîte au lettre!! Alors que nos boîtes ne sont pas assez grande pour les colis.,negative,neutral
"J'ai acheté cet aspirateur en novembre 2017. Lorsque j'ai vidé pour la première fois le réservoir de poussière et laver le filtre, l'aspirateur n'aspire plus du tout. Peut-on m'informer sur les conditions de garantie et de retour de cet appareil?? Cordialement Merci à vous",negative,positive
"Bonjour J’ai un réel souci, C’est indiqué que j’ai reçu le colis. Hors je n’ai rien reçu.",negative,neutral
"Produit de piètre qualité vendu au prix fort. Le délai de livraison annoncé était de 2 jours, sauf que j'ai reçu ma commande au bout de 2 semaines. Aucun message du vendeur m'annonçant un éventuel retard. Je ne recommande vraiment pas ce produit et ce vendeur.",negative,neutral
Ce filtre n’est pas totalement compatible avec le boitier étanche de la goPro hero 7. une fois mis en place il bouge et un rien risque de le faire tomber.,negative,neutral
Les bords ne collent pas vu que le portable a des contours arrondis. C'est à dire le verre trempé n'a pas des courbatures 3D aux bords et donc pas de couverture complète. Contrairement à la description dans le titre. Pas de traitement contre les traces des doigts (huiles) non plus. Conclusion - très moche et pas très utile. Je ne recommande pas.,negative,neutral
"Le payer assez cher pour ne pas réussir à la mettre sur mon écran, car il ne colle pas",negative,neutral
"Très déçu, après cinq mois des fuites d'eau",negative,neutral
Ces sachets sentent le plastique.,negative,neutral
Je trouve que ces cartes sont un peu chères. Pas mal de double. Achetée uniquement car sur la liste du père nol,negative,neutral
"Commande reçue dans les temps, malheureusement le collier était un peu abîmé et j'ai du le rafistoler moi-même... c'était un cadeau.",negative,neutral
Jai choisi pr pour faire plusieurs choses en même temps mais produit arrivé défectueux... Le Micro et le bouton n'ont jamais fonctionné.,negative,neutral
"Produit reçu semble etre reconditionné... Grosse déception au déballage : carton nickel, boitier de rangement neuf, outil sale avec plein de petites rayures. La tete est pleine de traces et est collante, encore si c'était de la graisse... Non. Comme si quelqu'un s'est amusé avec des mains sales. Genre produit de demo. Outil semble fonctionnel. A tester. Le reglage est dur (coince). Zero notice. Je ne recommanderai pas cette marque.",negative,neutral
J'ai pas aimé l'air est trop froid et je doute de sa réelle efficacité. J'ai donc demandé un remboursement.,negative,neutral
la trancheuse s'est cassée lors du decoupage d'une pomme ferme! poubelle,negative,neutral
L article est arrivé avec 2 clapets cassés,negative,neutral
J'ai commandé cet article et j'ai reçu une boule solaire blanche non similaire à la présentation! Dommage car non ressemblant à la présentation.,negative,neutral
Clavier anglais qwerty et pas pratique la configuration avec l’ordi. N’ai pas de notice pour un suivre.,negative,neutral
"Peu d’effet sur mes cernes, pas assez hydratant",negative,neutral
Un jouet amusant qui a été attendu avec impatience par ma fille durant un mois (le délai de livraison) et qui a duré exactement 3 minutes avant de se déchirer et de se disperser grain par grain! Dommage!,negative,neutral
Bof bof je les pensai plus souple. Et j'ai du agrandir le trou pour que mon bouton passe. Résultat je ne men sert pas.,negative,neutral
Les bouchons des flacons ne se vissent pas aisément... sinon produit correct,negative,neutral
Sans style. On ne croit pas à cette histoire.,negative,neutral
Je n'ai pas de chance mon tapis a un pli et n'adère pas du tout à ba baignoire.... Dommage car il était beau!,negative,neutral
Je suis déçue et en même temps je trouvais le prix étrange. la montre en elle même n'a pas de puce GPS. il faut se connecter au téléphone et avoir le téléphone sur soit pour avoir un suivi GPS. Je suis aussi très déçue qu'il faille se connecter au téléphone pour un suivi de la fréquence cardiaque. la montre n'enregistre pas ce qu'elle mesure sinon.,negative,neutral
La vitre ne colle pas bien sur les bords.,negative,neutral
"Très déçue par ce produit. Certes cela permet de soulager les mamelons, ça retient le lait mais lorsque les coquillages bougent c'est désagréable et malheureusement j'ai fait une réaction. Mauvaise experience personnelle.",negative,neutral
Plutôt déçu par ce produit car la qualité n’est vraiment pas top. Je ne vois pas bien le bébé derrière.,negative,neutral
"concernant ce ras cou câble couleur pierre rouge, le rouge n'est pas très éclatant, matière de la pierre trop synthétique. Je ne recommande pas cet article",negative,neutral
Bonjour j’ai bien reçu l’article commandé malheureusement il fuit.Que dois je faire?,negative,neutral
"J'ai choisis cet article pour son côté mimi que pour sa réel utilité, je trouve par contre qu'au bon de 2 semaines il devient grand et tombe mal (pas comme sur la photo). Assez déçue sur le long terme.",negative,neutral
"acheté il y a quelques mois et ne tient pas la charge, obligé de s'en servir sur secteur!!, dommage car le but de mon achat était de m'en servir sans fil!",negative,neutral
Super les deux premiers mois. Après on déchante un peu. Mal au dos,negative,neutral
Le microscope a l’air bien mais l’ecran S’éteint souvent inopinément. Nous l’avons reçu le 23 décembre ouvert le 25 et déjà fonctionne très mal,negative,neutral
Le produit est trop mince et ne soulage absolument pas mes douleurs au talon. Il n'y a aucun amorti!Elles sont beaucoup trop minces!,negative,neutral
Se détache et ne tiennent pas dans l'oreille que ça sois pour moi ou bien les enfants. Je regrette vraiment,negative,neutral
Il n' y a pas de découpe sur la coque pour le déverrouillage tactile.,negative,neutral
"Bonjour Je salut la résistance du verre a la torsion étant donné que j ai du le retirer plusieurs fois sans le cassé et que je suis loin d être particulièrement doux. Par contre, les bulles d air avec ce produits sont insoutenable. Impossible d enfiler le verre sans une grosse bulle d aire. A force de l enlever plusieurs fois, la colle de la vitre a prix la poussière. Ce n ai pourtant pas ma première vitre de protection, j en équipe toujours mes smartphones et les changent régulièrement ( oui je ne suis pas doux avec mes smartphones ) Bref je viens de jeter 9 euros a la poubelle, je suis frustré, mes vitre habituelles a 3 euros sont moins coriaces dans tout les sens du termes",negative,neutral
"Au début super contente et au bout de deux jours, les bords se sont fendus, je déconseille. J'ai renvoyé et me suis fait remboursé",negative,positive
"Mauvaise qualité, je suis déçue",negative,positive
Pas du tout efficace.,negative,neutral
"Un peu déçue, le bois n'est vraiment pas travaillé et elle ne tient pas beaucoup. En plus de ça j'ai du me battre 2 semaines avec le livreur pour enfin l'avoir alors qu'elle était dans un entrepôt juste à côté de chez moi.....",negative,neutral
Le contenu correspond à la description mais retard de livraison de 2 jours. Service client en incapacité de répondre à mes questions concernant le retard.,negative,neutral
Bonjour le transfo chauffe et disjoncte je ne peux pas m'en servir veuillez m'en envoyer un nouveau merci,negative,neutral
A fonctionné 2 fois...,negative,positive
"Ma fille en avait déjà une... j'ai voulu en commandé une seconde pour chez la nounou. Très déçue car il n'y a pas d'épaisseur (moins de rembourrage)et malheureusement, la peluche ne durera pas longtemps.",negative,neutral
Fonctionne que très peu de temps( car l’iPhone bloque les accessoires non-apple )et le son des écouteurs grésille de temps en temps donc bof. Je suis obligée de le débrancher et rebrancher toutes les 20 secondes donc je ne recommande pas. Mais ça dépanne en cas d’urgence,negative,neutral
Pas de véritable changement de la peau,negative,neutral
Produit moyen déçu pour la telecommande qui ne fonctionne pas,negative,neutral
"Bonjour, je viens de les installés, malheureusement plusieurs semaines après l'achat, et je m'aperçois que l'un des 2 appareils reste toujours allumé!!! dommage...",negative,positive
La qualité du verre n’a pas l’air top... des petites bulles persistes même après avoir marouflé.... pas très satisfait,negative,neutral
La qualité du produit est moindre cest comme un collant je ne suis pas satisfaite,negative,neutral
sa chauffe quasiment pas du tout effet moyen sur les douleurs a éviter très très déçu a croire que les pommade qui fonctionnais vraiment pour chauffer on disparue du marcher dommage!!!,negative,neutral
Je ne vois pas la différence avec les tailles adultes...,negative,neutral
impossible de l utiliser pour la sci circulaire,negative,neutral
"Extrêmement déçu de l'appareil, j'utilisais cette appareil pour une utilisation personnel domestique. L'appareil a fonctionné correctement pendant une semaine, après le routeur se déconnecte de la 4G sans arrêt! J'ai changé deux SIM de suite le phénomène se répète continuellement. Il reconnait une SIM pendant une période d'une semaine et se déconnecte totalement ne l'accepte plus même si vous avez vos GB encore valide.. JE NE RECOMMANDE PAS! j'attends vos éclaircissement SVP",negative,positive
Pièces en papier cartonné. Pas bien.,negative,neutral
ces gants sont pour des femmes à petites mains. Donc pas pour moi,negative,neutral
"J'ai été déçue, je pensais le livre plus coloré, les couleurs sont ternes et cela ne donne pas envie de le lire.",negative,neutral
Ma remarque c est que la colle ne tient pas.,negative,neutral
"Passez votre chemin! Cette flute de pan est de mauvaise qualité, trop petite.. A la limite pour un enfant de moins de 5 ans et encore.",negative,neutral
"Pour faire de l'ebavurage très précis sur pièce plastique fragile, ou faire des coupes precise,lames de mauvaise qualité coupe très mal de plus très pointu, donc très dangereux pour un outil de précision!!, je déconseille fortement ce produits",negative,neutral
"J'ai commandé cette batterie pour remplacer ma batterie d'origine sur mon G4. La livraison a été faite dans les temps, le produit à les mêmes dimensions et même physique que la batterie d'origine. Après l'avoir rechargé à bloc, j'ai démarré mon G4. sur l'écran de démarrage, le téléphone m'indique que la batterie n'est pas d'origine, puis au bout de 5 minutes, le téléphone s'éteint automatiquement car il détecte une batterie pas d'origine. J'ai donc renvoyer le produit.",negative,neutral
Utilisé une seule fois et ne fonctionne déjà plus!!!,negative,neutral
"Tricycle bien, suivant les phases d'apprentissage de l'enfant ainsi que sa taille. Seul bémol, les cales pour les pieds sont un peu haute, mon fils à 2 ans, ne sait pas encore pédaler et en mettant ces pieds sur les cales malheureusement ses genoux touchent le guidon ce qui n'est pas très confortable pour lui. Par contre, bonne ergonomie de l'assise, petit sac et ombrelle bien pratiques pour les balades. Possibilité de bloquer la direction du guidon pour éviter que l'enfant nous emmène n'importe où.",neutral,positive
"Bonne taille, adapté aux grands bacs mais trop fin. Mes chatons le percent avec leurs petites griffes systématiquement,donc pour des chats adultes qui ont plus de force, risque de retrouver le sac en lambeaux",neutral,positive
"Cage sympa. a suffit pour son utilité. C’est pas solide par contre. C’est du plastique. Les grilles se déforment facilement mais franchement c’est très bien comme ça j’aurais pas payé plus. Pour les tuyaux notre hamster adore il y passe sa vie. Par contre la roue est trop petite. Prévoyez d’en acheter une pour remplacer celle de la cage sinon à l’intérieur il y’a tout. Ah si un soucis avec le biberon, il coulait tout le temps donc j’ai mis une coupelle d’eau. De toute façon il parait que la coupelle d’eau c’est mieux. Voilà pour résumer je vous la conseille",neutral,positive
Belle robe. J'ai pris une taille au dessus.lla tulle est fragile.,neutral,positive
"Très beaux bavoirs, assez épais. Conforme à la photo mais vieillis mal au lavage (couleurs foncées) et n’absorbent pas très bien.",neutral,positive
"Bien reçu mon ResQme néanmoins, il me manque le cordon et le systeme de fixation pour le pare soleil!!",neutral,positive
"Forme original, la possibilité de détacher le milieu est pratique! Après 6 mois d'utilisation le cuir commence a se detendre mais rien de flagrant lu de gênant!",neutral,positive
Hélas se détériore très vite.,neutral,positive
Très belle veste déçu à la livraison car une pression était cassé sans même l avoir touché,neutral,positive
pour le prix il ne faut pas s'attendre a des miracles non plus!!!...très sympa mais juste pour jouer. Très léger (laiton plutôt qu'acier)...son avantage : il est souple et donc s'adapte a tous les poignets sans pour autant s'ouvrir et tomber. Pour l'aspect de la dorure il ne faut pas trop de lumière sinon la réalité apparaît tout de suite,neutral,positive
"Commençons par les points positifs : l'appareil fonctionne bien, il est simple à utiliser et se connecte rapidement avec les assistants vocaux (je n'ai testé qu'avec Google Home car je n'ai pas d'Alexa). Dans les points négatifs : l'installation n'est pas simple, en particulier à cause du manuel - je vous donne un guide d'installation en bas de la review. Rentrons à présent dans les détails! Au déballage, rien de surprenant. L'appareil est livré avec sa prise et un petit récipient avec bec verseur, bien pratique pour le remplir. L'agencement dans la boite est d'ailleurs bien pensé, car le récipient en question protège l'alimentation. Le plastique semble de bonne qualité, on verra à l'usage, mais en tous cas c'est tout à fait ce qu'on s'attend à trouver pour cette tranche de prix et même un peu meilleur. L'alimentation fournie a un câble assez long, c'est pratique pour positionner le diffuseur sur une étagère. Le manuel proposé est en anglais uniquement, mais ce n'est pas très grave : en pratique, il ne sert à rien. Les informations données dedans sont incomplètes et ne correspondent pas à la véritable installation (je vous propose un guide d'installation plus bas dans cette review). Heureusement, la base est assez simple : l'endroit où verser l'eau est assez évident (je pense que même sur les photos vous l'aurez trouvé!). Une fois branché et avec son eau, on passe sur l'application. Là, une sensation troublante de déjà vu se produit, et pour cause : l'application est la même que celle de Konyks, mais en mal traduit (il semble d'ailleurs que ce soit la même compagnie?). On retrouve donc la même méthodologie de création d'une famille, puis on ajoute le",neutral,positive
Le produit est plutôt fin et a l’air très solide. Pour l’installation ce n’est pas très compliqué sauf que il y a toujours des bulles malgré plusieurs tentatives pour les retirées... (c’est de le deuxième que j’achete et toujours des bulles sur le premier),neutral,positive
"Bonjour,je viens de recevoir mon colis et le sachet est percé. Que dois je faire?",neutral,positive
"jolie pochette en coloris Camel, dommage que le cuir ne fasse trop clinquant,a voir avec la patine du temps",neutral,positive
"Joli design pour ce lecteur avec haut parleur. Son de qualité correcte, utilisation simple. J’ai retourné cet article car trop fragile: au bout de quelques utilisations, le bouton qui permet d’ouvrir et fermer le couvercle du lecteur se bloque. D’autres acheteurs avaient mentionné ce point négatif. Dommage",neutral,positive
Bonne sauce sur le plan aromatique mais celle ci contient des OGM,neutral,positive
Une batterie neuve qui fait à peine mieux que mon ancienne batterie. Décevant.,neutral,positive
Très bien. Sauf que beaucoup ne sont accessibles qu'après avoir payé des suppléments en se connectant au site du fournisseur. Et la clé n'est pas reconnue sur tous les ordinateurs.,neutral,positive
"Bon rapport qualité prix. Cependant, certaines pochettes ne restent pas hermétiques et regonflent peu de temps après les avoir fermé (en 1 à 2 mois).",neutral,positive
"A mon avis,pas assez puissant pour faire un vide d'air correct!",neutral,positive
"Un sujet à la mode et une promotion efficace qui donnent envie de découvrir ce livre qui se lit facilement. Toutefois, si l'accumulation d'exemples pratiques (assez caricaturaux) fait en premier lieu illusion, on ne peut que s'étonner du manque de traitement de fond du sujet et on se surprend parfois à se demander si l'auteur comprend l'entreprise, son fonctionnement et ses enjeux autrement qu'au travers son seul regard de consultant en philosophie.",neutral,positive
Bonne qualité du produit pour une poignée mais ne flotte absolument pas!,neutral,positive
Pas content avec ce produit. Terrible article. Simple et inutile.,neutral,negative
"Excellent produit, mais gros désavantage : il fait un ""bip"" quand on veut l'allumer pendant la nuit ce qui peut réveiller la personne avec qui on dort. Dommage sinon c’est 10/10",neutral,positive
"je sais pas a première vue c'est un très bon rapport qualité/prix car le siège est confortable et se fixe très bien dans la voiture. je suis plus mitigée sur le système d'accroche du ""harnais"" ceinture de bébé que je trouve bizarre, ça ferme mais je ne sais pas si c'est du solide dans le temps... à voir.",neutral,positive
"Utilisation quotidienne pour peser les aliments. Points positifs : facile d'utilisation, balance légère et facile à ranger. Point négatif : à la commande, il est précisé que les piles sont fournies.  la réception de l'article, il y avait bien les piles mais la balance ne marchait pas car les piles étaient dans un état déplorable et en décomposition. Heureusement que cela n a pas abîmé le produit. Cf photo ci joint pour l'état des piles.",neutral,positive
Correspond à la description et aux photos Très contente de cet achat Par contre la chaîne est un peu courte A 5 mois de grossesse il n’arrive pas au nombril,neutral,positive
Grand volume très pratique pour les grands consommateurs de thé et tisanes mais trop bruyante.,neutral,positive
Bien. Mais compatibilité capricieuse avec gear S3. Dommage. C'est apparemment le lot des appareils importés de Chine. Ils devraient passer le Bluetooth en version 5 pour améliorer les connexions avec les montres connectées.,neutral,positive
"Beau film assez touchant bon j'avais lu le livre mais malgré cela j'ai été touché par le sujet qui est traité, la perte d'un être cher.",neutral,positive
"Parfum de plantes très agréable et facile à rincer mais la consistance est visqueuse, un peu désagréable, et le visage reste un peu gras après, ou il faut nettoyer une deuxième fois.",neutral,positive
cet appareil permet à tout la famille de veiller à maintenir sa courbe de poids à la fois ancienne (aiguille) et moderne (électronique) c'est ce qui me plait le noir attire la poussière mais c'est élégant dans la salle de bain,neutral,positive
Il montre en effet beaucoup de trace d utilisation. Sinon l histoire est entière et c'est tout ce qui compte,neutral,positive
Simplement je trouve la bouteille un peu lourde,neutral,positive
"Tricycle de médiocre qualité, la barre qui sert à guider l'enfant ne tourne pas et elle est donc très rigide. Du coup elle s'est rapidement cassée... Les lumières n'ont pas fait long feu non plus...",neutral,positive
Carte reçue rapidement et qui fonctionne bien. Par contre emballage nul (simple enveloppe) et la carte était sans son emballage plastique/carton et collée au courrier... Je trouve ça limite...,neutral,positive
"Pour le prix, la serviette est passable. Elle est jolie mais pas assez épaisse.",neutral,positive
Produit utilisé pour vigilance. Sav pas moyen de les contacter concernant bugg software message étrange.?,neutral,positive
"Produit conforme aux attentes. Cela dit, le bracelet est pour certains trop longs, et donc la partie la plus interessante se retrouve sous le poignet (et donc cachée). Il serait interessant de pouvoir regler le diamètre du bracelet",neutral,positive
"Bonjour, aujourd’hui j’ai déballé le carton pour faire le papier cadeau et l’offrir à mon ce soir. J’ai découvert que la poignée du frein est endommagé. Veuillez trouver ci joint les photos. Pourriez-vous me dire ce que je peux faire? Je verrai mieux ce soir une fois le colis déballé. Je vous tiens au courant",neutral,positive
La taille est bonne mais la qualité est assez limite. Elles sentaient très fort le plastique et / ou la peinture et elles ne sont pas très confortable. Je pense changer bientôt pour un modèle plus confortable pour les longues journées de travail.,neutral,positive
"Pour les fans de la série, les romans sont vraiment au top! Bien écrit et plutôt bien traduit. En revanche, envoyer ça en vrac dans un carton sans rien pour les protéger... Les couvertures sont écornées et abîmées. D'où les trois étoiles.",neutral,positive
"le plus l’esthétisme,a part trouvé la bonne distance pour chanter ou parler,le rendu reste convenable.Dommage pas de coupe bas.",neutral,positive
L'arrière est en peinture et elle part un peut avec le temp sur les bord. Sinon elle est très bien.,neutral,positive
"Flexible efficace et manche bien en main. L'embout tient bien car le porte-embout ne fait pas appel à un aimant mais à une petite bille qui se positionne dans la gorge de l'embout (de toute façon la pression de la bille suffit par elle-même) C'est dommage que ce tournevis ne bénéficie pas d'un cliquet Ce produit semble robuste, mais à la 1ère utilisation la vis située sur le porte-embout est partie... échange à faire...",neutral,positive
Pas de très bonne qualité ca bouloche,neutral,positive
"C’est un livre, avec des pages, et des mots écrits sur ces pages...",neutral,positive
"Produit léger, bois assez fin. Mais produit conforme au descriptif.",neutral,positive
Plus joli en photo qu'en vrai. Les finitions ne sont franchement pas géniales. Un peu déçue. Mais la personne qui l'a reçu en cadeau a fortement apprécié. La coupe des saucissons un peu mous n'est pas nette et la pièce s'écrase. Obligé de finir au couteau manuel.,neutral,positive
"C un verre très solide et qui tien bien sur mon gsm, mais il faut 3x plus de temps pour écrire un sms cause de son épaisseur...je pense encore le changer",neutral,positive
"Bon article, solide et protecteur. Mais diminue fortement la réception 4G. Le nombre de « barre » passe de 4 à 2 en intérieur. Ce qui fait consommer plus de batterie. Dommage.",neutral,positive
Très bien mais reste assez chère sinon bien,neutral,positive
Reçu avec un mode d'emploi en allemand. Pour les chinois c'est à côté donc ils pensent qu'on se comprend.Donc en stand-by depuis 3 semaines. Je regrette cet achat. Je ne peux donc pas noter.,neutral,positive
Difficile à comprendre comme livre c est dommage,neutral,positive
"Si vous êtes un adepte du chinois ou de l'anglais, vous aurez un peu plus de faciliter à lire le mode d'emploi, mais malheureusement cette caméra était HS. Il ont été compréhensible, l'avoir a été rapide.",neutral,positive
Bon pouvoir lubrifiant mais difficile à nettoyer et laisse des traces sur les draps même après un lavage en machine.,neutral,positive
"Utilisé pour du quotidien (transport, bureau) ça marche bien et la batterie est assez bonne. Le seul problème que j'ai le boîtier qui ne se ferme plus complètement après 1 mois. a n'empêche pas le chargement mais je ne peux plus laisser dans une poche ou un sac sereinement c'est dommage.",neutral,positive
Toujours le même problème : produit cher à l'usage!,neutral,positive
"Produit bien emballé, mais un peu dessus quand à la taille. Il est bien plus profond que large... mon lapin a du mal à attraper la nourriture au fond. Je pense qu’il est plus adapté à d’autres animaux",neutral,positive
defaut le bas du balais remonte tout le temps impossible d aspirer correctement,neutral,negative
Trop petite. Idéal pour mettre dans une trousse. Recu dans les temps. Dommage. Mon fils lui en est content. Il la laisse dsns sa trousse et plus besoin d'y penser.,neutral,positive
Reçu avec plusieurs petites taches brunes.,neutral,positive
