Review,Actual Label,Predicted Label
"Je découvre, en recevant le paquet, que le produit est fabriqué en Chine. Sur l'annonce ce n'est mentionné nulle part. Et pour cause, les problèmes avec les produits alimentaires en provenance de Chine pourraient rebuter plus d'un client. C'est mon cas. Et je suis furieuse de cette dissimulation qui relève de la tromperie. Comme ça arrive trop souvent sur Amazon.",negative,negative
bonjour mon imprimante ne veut pas reconnaitre vos cartouches! pourriez m indiquer une procedure pour eviter cela ou un retour est il possible merci,negative,negative
"Bien trop encombrant et pas très esthétique, je ne l’ai pas utilisé et retourné dès réception après déballage. Avis partagé par les personnes présentent autour de moi.",negative,negative
Déjà cassée! De la grosse daube... Très fragile. Je déconseille... Déjà pour soutenir un gros téléphone c'est limite si ça tient mais alors là c'est carrément cassé...,negative,negative
Le cordon pour charger le téléphone n'est pas fourni! Je sais pas où on peut brancher le cordon (j'en ai un qui pour aller). Je n'étais pas là quand ils ont livré et ils on laissé le colis chez mon voisin. Heureusement qu'il est de bonne fois. Très déçu,negative,negative
Super matière mais la fermeture a céder au bout de 2jours,negative,negative
"Je n'est jamais réussi à monter ce kit, et pourtant c'est pas faute d'avoir essayer....",negative,negative
"Pratique pour accrocher les serviettes Programmation pas très simple Après quelques mois, les plastiques sur les côtés commencent à se fissurer. Je ne conseille pas ce produit.",negative,negative
"Défectueux à la réception, écran bien noir profond car pas d'affichage du tout ;( colis non endommagé, mais l'écran HS. Après une livraison hier notée distribuée mais non livrée, aujourd'hui livraison d'un écran HS, 2 réclamations en 1 journée. Déçu de ne pas pouvoir profiter d'un nouvel écran! Bonne journée",negative,negative
"Il taille vraiment petit j'ai commandé XXL je ne pouvais pas l'enfiler mon conjoint qui fait un L, a eu du mal à l'enfiler j'ai donc retourner le produit",negative,negative
très mécontente jamais reçu,negative,negative
"les supports d'outils semblent costaux, mais malheureusement les sangles (les deux) ont cassés à la première utilisation. sur des tuyaux plomberie.",negative,negative
"En panne au bout d’un mois, vraiment déçu! Fonctionne bien au début mais trop fragile au niveau de l’antenne, dommage!",negative,negative
bonjour le produit que j'ai commandé ne correspond pas a ma commande,negative,negative
Déçu de ce produit je l aussi reçu sans incomplet sans le colier,negative,negative
Très déçu car livraison hyper longue car en provenance des États Unis dommage pour un livre à ce prix surtout quand on vous colle 16 euros de frais de port alors que vous avez rien demandé!,negative,negative
Le produit est arrivé cassé. Meme pas pris le soin de bien l emballer. Je ne suis pas contente du tout,negative,negative
Vous pouvez passez votre tour. Il n'y a rien dans ces boules qui mérite une attention. C'est plus que décevant,negative,negative
un des micro est défectueux ne fonctionne pas du tout. Il ne se connecte pas au récepteur. j'aimerais que le service après vente intervienne et me fasse l'échange de ce micro défectueux. Merci de me donner la démarche à suivre. ML,negative,negative
Très déçu impossible à programmer malgré le protocole suivi à la lettre!!! J'ai réussi à en programmer une elle à donc était '' chargé '' mais le signal doit être altéré car la commande ne se fait pas...,negative,negative
"peu efficace, désolée, aucun effet visible, peau irritée et de plus des plaques apparaissent, donc je suis déçue, très déçue",negative,negative
bonjour sur huit lampes trois sont cassées( défaut de fabrication) et ne marchent pas les cinq autres ne font qu'une légère lueur,negative,negative
"Très déçu, reçu cassé malgré qu'il soit emballé dans du papiers bulle et 2 cartons Dommage",negative,negative
"Produit arrivé cassé, attache inexistante à l'intérieur",negative,negative
Lange non agréable à toucher. Inutilisable après 1 lavage en machine à 30°C,negative,negative
"a l arrivée super mais helas ça ne dure pas la fermeture ""velcro"" ne tient pas fermée.il faut la remplacer tres rapidement la encore tres deçu par la marque connue depuis longtemps",negative,negative
pour allumer j'ai toujours besoin de basculer le bouton deux fois....ouf il faut améliorer le control,negative,negative
Les crêpes Colle déçu en vue du prix,negative,negative
"Après environ 6 utilisations, la batterie de ne se recharge plus? Que faire? J'imagine qu'elle est sous garantie",negative,negative
"Utilisé pour faire égoutté des fromages, la grille rouille direct... On se demande où ils ont vu de l inox!! Très déçu, un produit inutilisable pour ma part!",negative,negative
"3 lacets cassés au bout de trois jours. Certains sont trop petits et d'autres trop grands, en fonction de l'endroit où on les place (en bas ou en haut du pied). A ne pas acheter.",negative,negative
Ne s adapté pas sur une mini jack La prise est spécifique Nul,negative,negative
Colle sur ecran et sensibilité impactée Très déçu Je ne recommande pas cette article,negative,negative
j'ai utilisé juste quelques fois et ça ne marche plus. Je dois contacter le vendeur pour me faire rembourser. C'est dommage!,negative,negative
L'étiquette est ecrit uniquement en chinois. J'ai un doute donc si le produit a été certifié pour la vente sur le marché europeen. Je ne suis pas sur de l'utiliser pour mon enfant.,negative,negative
"Les roulettes ce retiré en soulevant le siège, obligé de reserrer les vise a chaque utilisation sinon ça bouge de partout.",negative,negative
IL NE FONCTIONNE PAS!!!!!!!!!!,negative,negative
"bonjour, le carton de livraison était endommagé et j ai mis des réserves ors au déballage j ai constaté cette anomalie que vous pouvez voir sur la photo je suis déçue le 29 avril c est l anniversaire de mon petit fils et je ne peux pas monter la cabane pouvez faire un échange et me livrer la cabane afin de faire plaisir merci",negative,negative
Encore une fois le délais pas respecté,negative,negative
protection qui ne tient pas sur le Galaxy S7 et qui se casse au bout de 2 jours... Bref de l'arnaque,negative,negative
c'est très nul sa ce casse en 2 semaine,negative,negative
Semble tenir au début mais au fil des jours les pics anti-oiseaux que j'avais fixés ce sont détachés.,negative,negative
Le coffret est arrivé mais sans le téléphone. Volé pendant le transport je suppose. Pouvez-vous m'en renvoyer un autre? Merci de votre compréhension.,negative,negative
"1 étoile car on n’a pas le choix, ceci n’aide en rien quand on s’y connaît déjà en cétogène, écriture grosse, mise en page minable. Achat inutile",negative,negative
"Ce n'était pas mentionné dans la fiche produit mais ce thermomètre affiche la température en degré farenheit au lieu des degrés celsius. Je ne suis pas très contente, il n'y a aucun bouton permettant de changer cela, juste le bouton on/off. Le thermomètre ne m'est donc d'aucune utilité vu que je ne vais pas m'amuser à faire la conversion à chaque fois. A éviter.",negative,negative
Pas du tout le produit attendu!! Sans doute ok pour un autre drone type mavic mais pas pour le spark!,negative,negative
je ne suis pas arrivé a un bon résultat ma cafetiere fuit de partout quand je l'utilise,negative,negative
Pour la première fois avec Amazon une erreur de livraison vraiment grossière. Car j'ai reçu des pilules pour le cholestérol à la place de mes roulettes pour valise,negative,negative
"En ouvrant le paquet je me suis aperçue que le noeud d’un chausson était complètement décollé, le vendeur n’a jamais répondu à ma réclamation. Mise à part çe problème les chaussons sont confortables et doux.",negative,negative
"Jamais reçu, et ce malgré plusieurs tentatives de rentrer en contact avec les vendeurs! Tres DECUE!!!!",negative,negative
"Je ne sais pas si c’est le livreur ou pas, mais là montre ne marche pas et une aiguille se balade dedans. Obligé de la renvoyer, en tout cas c’est vraiment honteux à ce prix là. C’est la première fois que j’écris un commentaire négatif, mais là j’étais obligé. Je ne vous conseille pas d’acheter cet article après mon expérience, après j’ai peut-être juste pas eu de chance, mais je suis déçu.",negative,negative
Pas la bonne couleur pas de sangle,negative,negative
vous mavez envoyé une carte deja utilisé auparavant je demande a etre remboursée comment faire? merci de votre comprehension,negative,negative
"J'ai acheté la friteuse et je l'ai reçu aujourd'hui mais elle est cassée, qu'est ce que je peux faire?",negative,negative
"Ok, remboursé, j'ai toujours l'article défectueux chez moi et JE VEUX LE MME ARTICLE AU MME PRIX. Car si je veux le recommander sur amazon il est encore présent oui mais le même article identique sous 3 prix différents??!! Prix voir 4 fois plus cher?? Pour le même article???",negative,negative
"J'en ai acheté deux dont un pour mettre sur ma table de nuit...et bien j'ai tout renvoyé car le chargeur fait du bruit donc la nuit c'est l'horreur, on entend que ça...",negative,negative
Aucune stabilité du produit une fois monté. Les tiroirs ne se ferment pas entièrement. Le bois est de mauvaise qualité. Mieux vaut payer plus cher un produit capable de rendre les services d'une vraie desserte. Je déconseille vraiment.,negative,negative
Bon produit mais l’attache de la doublure était déchiré et rattaché par un noeud. Vraiment dommage,negative,negative
Le premier film na pas du tout tenu sur le téléphone. Et le second s est décollé le surlendemain. Très déçue,negative,negative
Sa n'éclaire rien du tous....elles n'ont de veilleuse que le nom...très déçu de cette achat...et qualité décevante car intensité différente suivante les ampoules...,negative,negative
nul les moustiques passent devant et j'en ai toujours autant cet appareil n'est bien,negative,negative
Effectivement ce truc ne sert absolument à rien. Je ne recommande pas ce produit. A éviter,negative,negative
Produit que je n'ai reçu alors qu'il avait écrit livré et déposé dans la boîte aux lettres. Amazon m'à rembourser la globalité.,negative,negative
"Cata!!!cata!!! Fuyer!!! Il s éteins tout seul, chauffe énormément. Beug sans arrêt. Au téléphone il peu se mettre a siffler obligée d éteindre le portable. A ne pas achetée!!",negative,negative
J'ai reçu le store sans les fixations. a fait 2 mois que je les attends toujours!!,negative,negative
Vraiment pas terrible niveau qualité.. Je ne le recommande pas. Je vais devoir en acheter un autre plus cher et de meilleure qualité.,negative,negative
Reçu la boîte sous blister et AUCUN jeu dedans,negative,negative
Acheter pour des tabouret de bar. Le similicuir se déchire en moins d une semaine. A proscrire,negative,negative
"Avec ce transistor pas moyen de régler le volume, il était au maximum tout le temps... J'ai donc été dans l'obligation de le renvoyer. Remboursement rapide",negative,negative
je n'ai pas reçu le produit j'ai un livre à la place. un vendeur à éviter absolument,negative,negative
"Code défauts qui s’affiche au tableau de bord pour les veilleuses, sur une Opel astra de 2005. Sinon bien pour éclairage plaque d’immatriculation.",negative,negative
"Colis reçu avant le temps imparti, c’est le point positif de cet achat. Le gros bémol c’est que je l’ai reçu endommagé le bouchon d’une des bouteilles étant cassé le produit c’est déversé dans le colis rendant le lissage inutilisable. Dommage j’ai contacté le sav, affaire à suivre je vous tiens au jus!",negative,negative
"Je suis vraiment déçue, le rouge à lèvres était cassé et collé au fond du bouchon! Direction poubelle!",negative,negative
Tombé au bout d'un semaine. L'écran tactile ne répondait pas parfaitement.,negative,negative
Pour laver la vaisselle très déçue car 6 sur 12 étaient cassés!,negative,negative
"J'avais deja fait remplacer le 1er, et rebelote retour a l'envoyeur encore une fois, l'enceinte fuit, il y a du liquide partout, du coup sans liquide pas de jet!!! Quid de l'utilité!!! Vraiment très déçu par ce produit.",negative,negative
"Fonctionne... Parfois. Souvent le mac ne charge pas en m’indiquant que le courant entrant suffit juste à faire tourner la mac, en fait même pas car la charge descend. Il faut débrancher et rebrancher pour espérer que ça fonctionne.",negative,negative
"Très déçu, ce ne sont pas du tout les mêmes lames que celles que l'on peut acheter en grandes surfaces, elles accrochent et sont irritantes. Je déconseille.",negative,negative
Fichu dès la première minute la tête de rechange ne tenait pas le bouton censé la bloquer était coincé. Renvoyé et remboursé aussitôt dommage la pression du jet avait l’air efficace..,negative,negative
colis mi.livre alors ki rien dans boite lettre super,negative,negative
"C'est le premier article que je commande et qui me déçoit. la qualité n'est pas terrible, les finitions de même la partie du dessous est également visible sur les bords du tapis. déçu de mon achat",negative,negative
articles vraiment tres bas en qualité de fabrication au bout de 3 jours elle ne tenait plus dans le telephone a eviter,negative,negative
Livraison en retard et produit très abîmé et de mauvaise qualité en effet le revêtement gondole à plusieurs endroits. Très déçu par rapport au prix.,negative,negative
"Acheté en Juillet 2018, ne charge qu'a 45% en mais 2019 :)",negative,negative
Prise du chargeur destiné à d'autres pays que la France. Après plusieurs mails et beaucoup de patience (plusieurs semaines) le fournisseur m'a remboursé.,negative,negative
Livraison ok mais produit qui ne tient pas et ne colle pas sur le carrelage. Il est minuscule et de très mauvaise qualité. La goupille ne tourne pas même en appuyant dessus. Première fois que je suis aussi mécontente de mon achat,negative,negative
"Arnaque, la médaille est arrivée non gravée!",negative,negative
Se décolle au bout de 20 minutes. C est dommage parce que une fois coller le tactile répondait bien.,negative,negative
J'ai perdu la notice de cette montre.Est-ce qu'une personne pourrait me l'envoyer ou de ma renseigner ou je pourrais en avoir une.Merci.Josiane,negative,negative
"J'ai commandé ce produit dont le prix affichait livraison gratuite, on me facture un prix avec livraison rapide payante surplus 6 euros pour le 7 avril, j'attends encore cette livraison!",negative,negative
"Après 2 ou 3 mois d'utilisation, l'extraction ne se fait plus correctement, beaucoup de pulpe reste dans le jus. En plus, le nettoyage n'est pas facile",negative,negative
"Le colis est arrivé vide. Merci à Amazon de me recontacter, ou de contacter le livreur.",negative,negative
"Supercherie, rien avoir avec la photo. Une horreur",negative,negative
Qualité médiocre je n ai pas aimé,negative,negative
Comment voulez vous que j’évalue la marchandise de ses gants alors que vous m’avez prélevé et j’ai jamis reçu les gants!!!!,negative,negative
"après avoir bien respecter les consigne d’installation. Spa percé après deux jours d'utilisation, service après vente ne croyant pas cela mais nous en renvois un autre mais avec quand même 25 € de livraison. Une arnaque!!!",negative,negative
"bonjour, j'ai adressé un message au vendeur pour lui signaler qu'un seul écouteur fonctionne et que la batterie ne tient pas la charge. J'attends des nouvelles. Faites-vous le lien entre vendeur et acheteur en cas de problème?",negative,negative
"IL N'y a pas d'encre. C'est une pure arnaque ces Cartouches. j'installe, j'imprime et c'est merdique",negative,negative
L article est déchiré. Heureusement que je l ai ouvert avant de l offrir.,negative,negative
"plutot inutile et génant, ne tient pas à la bague",negative,negative
J'ai eu des problèmes avec cet article. Très déçue. J'ai plusieurs choses de la même marque et aucun soucis pourtant. Ne conviendra pas à tout le monde je pense.,negative,negative
le tube plié en deux ne correspond pas aux embout fourni tu ne peux en aucun cas l utilisé c est une grosse arnaque,negative,negative
Déçu le deuxième film n'a pas la traduction en français comme indiqué dans les caractéristiques,negative,negative
"Bonsoir, Je n'ai jamais reçu cet article. Puis je être remboursé svp? Merci d'avance de votre réponse Catherine FRANCOIS",negative,negative
"Bonjour... Suivi de mon colis...il est précisé...colis remis a un voisin hier.....Dans tous les cas sachez que rien ne m'a été remis et que j'attend toujours mon produit commandé.Pourriez me préciser avec détails qui est ce voisin....??? et s'il le faut me réexpédier le meme produit...Je compte sur votre rapidité, et votre compétence, Merci",negative,negative
Mauvaise information sur la composition : Cet article n’est pas du tout à 100 % en coton il est doublé d’une matière plastique,negative,negative
J'ai acheter ce produit qui a soit disant étais livré en main propre chez l'habitant (donc chez moi) mais aucun livreur ne c'est présenter à mon domicile j'ai vérifier sur les caméras de surveillance et effectivement aucun livreur de toute la journée. Faites attention au transporteur,negative,negative
"Je suis très déçu les gants ne tiennent pas, ils ont été usés en une semaine je travail en conditionnement et pour le prix... d habitude je suis satisfait des achats mais pas de celui ci",negative,negative
Bonjour. Le produit est arrivé cassé déjà dans la boîte!!!! Que dois je faire.,negative,negative
"Bonjour, voici le colis livré, il manque des accessoires c'est la premiere fois que je vois cela. je vais faire le retour. cordialement.",negative,negative
réaction allergique au silicone...,negative,negative
"Très déçue!! Pièces voilées,mode d'emploi incompréhensible,fragile et me paraît pas très solide.qualité très moyenne par rapport au prix.je ne recommande pas",negative,negative
"cette cartouche d encre a était une honte j'ai sortie huit feuilles, courrier basique, feuille unique et le niveau d encre ma mentionner VIDE je suis dégouter je ne commande plus de cartouche d encre chez Amazon",negative,negative
il y a pas d'ampoule LED dans ce feux ampoule flamant classique intitulé voir publicité mensonger.,negative,negative
"aucune graine n'a poussé, pourtant elles étaient en serre. je suis très déçu. je ne commanderais plus sur ce site.",negative,negative
Jamais reçu et pourtant envoyé 2 fois!,negative,negative
Bonjour à quoi sert cette nappe en bas à gauche en sachant que je dois normalement la récupérer sur l’écran d’origine?,negative,negative
Les dimensions de ce verre sont plus petites que celles du téléphone. Donc je renvoie,negative,negative
3 mois seulement et le connecteur vient de casser :/,negative,negative
Très déçue je pensais avoir acheter un cosy je me retrouve avec un capot et pas de cosy quelle arnaque!!,negative,negative
Jamais reçu!! Heureusement le remboursement a été rapide. Je ne peux donc pas juger de la qualité du produit.,negative,negative
"Bonjour, sur le suivi il est dit que le colis a été livré en main propre depuis hier, hors je n’ai vue personne et n’ai rien reçu. Pas d’avis de passage, aucun voisin qui n’a reçu le colis, j’avais pourtant mis la bonne adresse de livraison lors du paiement? Que puis je faire de plus?? Cordialement",negative,negative
Minuscule.Trop petit.Trop cher pour ce que c est. 2 doigts suffissent pour le saisir.ou est l anti stress dans cet objet. Nul Le vendeur n a pas répondu à mon message de déception,negative,negative
Pochette abîmer et les boites cassés,negative,negative
Euh à ce prix il couvre à peine les bords l'arnaque du siècle j'adore au bas mot 3mm de tous les côtés elle couvre rien je me suis faite berner,negative,negative
"nous avons reçu notre stickers bien emballé. après quelques heures d'installation sur un mur propre et lisse, nous étions satisfait de cet achat. en revanche 2heures après... catastrophe! tout s'est décollé. les pièces du stickers se sont enroulées sur elles mêmes, rien n'a tenu. vraiment très déçus. nous ne recommandons pas cet article.",negative,negative
Très déçu l écran ne colle pas au milieu il s est fendu en moins d une journée je ne recommandé pas du tout,negative,negative
PAS LIVRER!!!!!!!!!!!!!!!!!!!!,negative,negative
"Il manque la visse permettant de relier le socle au poteau, l'objet n'est donc pas utilisable et l'un des 2 jouets est cassé. Dépense inutile.",negative,negative
5 ampoules sont cassées. Le liquide est décoloré dans d'autre indiquant une détérioration du produit. La boîte est moisie.,negative,negative
"Bonjour, J'ai bien reçus mon article mais le transporteur a jeter le colis par terre du coup tout le colis est trempé. Ceci étais un cadeau et celui peux être endommagé. Je fais comment maintenant?",negative,negative
"Il marche une fois sur deux, dès que je bouge le cordon il s’arrête, j’ai due tomber sur une mauvaise série. Dommage par ce que sinon il lisse bien.",negative,negative
La qualité de cette douchette laisse à désirer! elle tient pas la pression de l'eau. J'ai du la changer.,negative,negative
Problème gastrique à répétition et gain pour les entraînements inexistants!!!!,negative,negative
j’ai commande ce câble pour ma golf 4 tdi année 2003 match j’ai bien effectué tous les branchement aucun son.,negative,negative
Ce produit est fake ce n'est pas l'huile vierge de barbarie ses bien une huile ses tout vraiment dommage je n'ai plus rien à dire,negative,negative
"Bonjour, Le verre trempé est arrivé sans le film protecteur donc impossible de le fixé sur l’écran je souhaite le remboursement du produit svp merci",negative,negative
